"Company";"TypeName";"Inches";"Resolution_Width";"Resolution_Height";"Touchscreen_or_Not";"CPU_Brand";"CPU_Name";"CPU_Speed(in GHz)";"Ram";"Memory_Type";"Primary_Memory";"Secondary_Memory";"Gpu_Brand";"Weight";"Price";"OpSys_Standardized"
"Toshiba";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";2.2;74539;"Windows"
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;6;"HDD";1024;0;"Intel";2.4;30050;"Windows"
"Lenovo";"2 in 1 Convertible";15.6;1920;1080;1;"Intel";"Core i7";2.8;8;"SSD";256;0;"Intel";2.0;69211;"Windows"
"Acer";"Notebook";14.0;1366;768;0;"Intel";"Pentium Quad";1.6;4;"Flash Storage";128;0;"Intel";1.6;18595;"Windows"
"Lenovo";"Notebook";15.6;3840;2160;0;"Intel";"Xeon E3-1535M";3.1;32;"SSD";1024;0;"Nvidia";2.5;261019;"Windows"
"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.6;16;"HDD";1024;0;"Nvidia";2.59;46834;"Windows"
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";2.18;23651;"Linux"
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";2.25;19128;"Linux"
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.6;4;"HDD";500;0;"Intel";1.93;46300;"Linux"
"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";3.0;62231;"Windows"
"HP";"Ultrabook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";1.84;74006;"Windows"
"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";2.94;120832;"Windows"
"Acer";"2 in 1 Convertible";11.6;1366;768;1;"Intel";"Celeron Quad";1.6;4;"Flash Storage";32;0;"Intel";1.25;20193;"Others"
"HP";"Notebook";14.0;1366;768;0;"Intel";"Core i5";2.6;8;"SSD";256;0;"Intel";2.31;59887;"Windows"
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";1.65;78055;"Windows"
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;4;"HDD";1024;0;"AMD";2.2;41345;"Windows"
"Fujitsu";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";2.2;42571;"Windows"
"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";1.88;49657;"Windows"
"Mediacom";"Notebook";14.0;1920;1080;0;"Intel";"Atom x5-Z8350";1.44;2;"Flash Storage";32;0;"Intel";1.4;12734;"Windows"
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;4;"SSD";128;0;"Intel";2.2;24935;"N/A"
"Asus";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";2.5;6;"HDD";1024;0;"Intel";1.5;34046;"Windows"
"Asus";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";11.1;101232;"Windows"
"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";2.62;78801;"Windows"
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";1.6;4;"SSD";256;0;"Intel";1.8;44169;"Windows"
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Nvidia";2.2;30849;"Windows"
"Asus";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.1;8;"HDD";1024;0;"Intel";2.0;21259;"Windows"
"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";1.99;48305;"Windows"
"Dell";"Ultrabook";13.3;3200;1800;1;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";1.23;99580;"Windows"
"Lenovo";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";1.6;2;"Flash Storage";32;0;"Intel";1.42;13267;"Windows"
"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";1.37;93635;"Windows"
"Dell";"Notebook";15.6;3840;2160;1;"Intel";"Core i7";2.8;16;"SSD";1024;0;"Nvidia";2.06;127819;"Windows"
"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";2.5;59088;"Windows"
"HP";"Notebook";17.0;1600;900;0;"AMD";"A9-Series 9420";3.0;8;"HDD";1024;0;"AMD";2.6;27754;"Windows"
"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";1.14;130536;"Windows"
"Asus";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";2.5;62284;"N/A"
"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";2.4;23976;"Windows"
"Lenovo";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";32;0;"Intel";1.43;14599;"Windows"
"Acer";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";1.8;48964;"Windows"
"Razer";"Gaming";14.0;1920;1080;0;"Intel";"Core i7";2.8;16;"SSD";256;0;"Nvidia";1.95;138475;"Windows"
"Toshiba";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";1.2;64629;"Windows"
"Lenovo";"Ultrabook";12.5;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";1.36;84396;"Windows"
"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.7;32;"SSD";512;0;"Nvidia";3.8;149131;"Windows"
"Acer";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";2.4;37776;"Linux"
"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";1.2;77251;"Windows"
"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";2.2;63499;"Windows"
"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";1.86;19442;"N/A"
"Toshiba";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";500;0;"Intel";2.0;56690;"Windows"
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"AMD";6.2;48964;"Windows"
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";1.8;16;"Hybrid";256;2048;"AMD";2.2;60473;"Windows"
"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.6;8;"Hybrid";128;1024;"Nvidia";3.31;63723;"Windows"
"Dell";"Gaming";17.3;3840;2160;0;"Intel";"Core i7";2.8;32;"Hybrid";512;1024;"Nvidia";4.42;167692;"Windows"
"Dell";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.4;8;"SSD";256;0;"Intel";1.56;65481;"Windows"
"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.1;4;"HDD";500;0;"Intel";2.2;22324;"Windows"
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";2.2;28505;"Windows"
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;6;"HDD";1024;0;"AMD";2.04;28718;"Windows"
"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";2.7;79215;"Windows"
"Toshiba";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.1;4;"SSD";128;0;"Intel";2.1;26533;"Windows"
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"AMD";2.1;39694;"Windows"
"Toshiba";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";2.0;67026;"Windows"
"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"SSD";128;0;"Intel";2.1;21951;"Linux"
"Microsoft";"Ultrabook";13.5;2256;1504;1;"Intel";"Core i7";2.8;8;"SSD";256;0;"Intel";1.25;99519;"Windows"
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"AMD";1.9;43580;"Windows"
"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";1.3;55092;"Windows"
"Lenovo";"Notebook";35.6;1366;768;0;"AMD";"E-Series E2-9000";2.2;4;"SSD";128;0;"AMD";2.2;18595;"Windows"
"HP";"2 in 1 Convertible";14.0;1920;1080;1;"Intel";"Core i3";2.4;4;"SSD";128;0;"Nvidia";1.63;37243;"Windows"
"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";2.4;68944;"Windows"
"Asus";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";1.1;60473;"Windows"
"HP";"2 in 1 Convertible";11.6;1366;768;1;"Intel";"Celeron Dual";1.1;8;"Flash Storage";64;0;"Intel";1.4;26374;"Others"
"LG";"Ultrabook";15.6;1920;1080;0;"Intel";"Core i7";1.8;8;"SSD";512;0;"Intel";1.09;122491;"Windows"
"Acer";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;16;"SSD";256;0;"Nvidia";2.5;69211;"Windows"
"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";2.2;53168;"Windows"
"Asus";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.1;4;"SSD";128;0;"Intel";1.86;22324;"Windows"
"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;16;"Hybrid";128;1024;"Nvidia";3.21;109277;"Windows"
"HP";"Notebook";17.3;1920;1080;0;"Intel";"Core i3";2.0;4;"SSD";256;0;"AMD";2.5;37243;"Windows"
"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";1.8;8;"SSD";512;0;"Intel";1.19;79867;"Windows"
"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.9;16;"Hybrid";256;1024;"Nvidia";3.49;149917;"Windows"
"HP";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"AMD";1.86;32640;"Windows"
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";2.2;29073;"Windows"
"HP";"Notebook";17.3;1920;1080;0;"AMD";"A10-Series 9600P";2.4;6;"HDD";2048;0;"AMD";2.65;30316;"Windows"
"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"HDD";500;0;"Intel";2.1;16943;"Windows"
"Acer";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";32;0;"Intel";1.45;19980;"Others"
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"Intel";1.7;37243;"Windows"
"HP";"Workstation";17.3;1920;1080;0;"Intel";"Core i7";2.8;8;"HDD";500;0;"Nvidia";3.14;101658;"Windows"
"Lenovo";"2 in 1 Convertible";14.0;2560;1440;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";1.42;137995;"Windows"
"Toshiba";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";1.5;51841;"Windows"
"Acer";"Netbook";11.6;1366;768;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";32;0;"Intel";1.4;14332;"Windows"
"Lenovo";"2 in 1 Convertible";14.0;1920;1080;1;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";1.38;93187;"Windows"
"Asus";"2 in 1 Convertible";12.5;1920;1080;1;"Intel";"Core M";0.9;4;"Flash Storage";64;0;"Intel";1.2;35644;"Others"
"Toshiba";"Ultrabook";13.3;1920;1080;1;"Intel";"Core i7";2.5;16;"SSD";512;0;"Intel";1.36;100007;"Windows"
"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";2.56;43636;"Windows"
"Lenovo";"Notebook";15.6;1920;1080;0;"AMD";"A9-Series 9420";2.9;4;"SSD";256;0;"AMD";2.2;21259;"Windows"
"Lenovo";"Notebook";15.6;1366;768;0;"AMD";"A12-Series 9720P";3.6;8;"HDD";1024;0;"AMD";2.2;22857;"Windows"
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;4;"HDD";1024;1024;"Intel";2.1;33111;"Windows"
"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";1.9;23976;"N/A"
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";2.18;42358;"Windows"
"Acer";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";1.6;1;"SSD";256;0;"Intel";1.6;53227;"Windows"
"Lenovo";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";2.5;16;"SSD";512;0;"Nvidia";2.18;98834;"Windows"
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";1.8;63456;"Windows"
"HP";"Notebook";17.3;1920;1080;0;"AMD";"A10-Series 9620P";2.5;6;"HDD";2048;0;"AMD";2.71;34899;"Windows"
"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";2.5;66547;"Windows"
"Dell";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.8;8;"SSD";256;0;"Nvidia";1.64;58022;"Linux"
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";1.98;38681;"Linux"
"Asus";"Notebook";14.0;1920;1080;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";32;0;"Intel";1.5;15877;"Windows"
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.6;16;"SSD";512;0;"Intel";1.93;76012;"Windows"
"Lenovo";"Notebook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";1.87;45665;"Windows"
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.6;8;"SSD";256;0;"Intel";1.9;62817;"Windows"
"Lenovo";"Notebook";15.6;1366;768;0;"AMD";"A6-Series 7310";2.0;4;"HDD";500;0;"AMD";2.19;15877;"Windows"
"Mediacom";"Notebook";14.0;1920;1200;0;"Intel";"Atom Z8350";1.92;4;"HDD";32;0;"Intel";1.4;14119;"Windows"
"HP";"Notebook";17.3;1920;1080;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Nvidia";2.63;63936;"Windows"
"Lenovo";"Ultrabook";14.0;2560;1440;0;"Intel";"Core i7";2.5;64;"SSD";512;0;"Intel";1.17;89864;"Windows"
"HP";"2 in 1 Convertible";13.3;1366;768;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";1.58;44574;"Windows"
"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";1.32;79867;"Windows"
"Dell";"Gaming";17.3;3840;2160;0;"Intel";"Core i7";2.8;32;"Hybrid";1024;1024;"Nvidia";4.36;194973;"Windows"
"MSI";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";2.7;71847;"Windows"
"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;"Intel";1.9;26102;"N/A"
"Dell";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i3";2.4;4;"HDD";1024;0;"Intel";1.71;34579;"Windows"
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"AMD";2.32;31410;"Linux"
"HP";"Notebook";15.6;1920;1080;0;"AMD";"A9-Series 9420";3.0;4;"HDD";1024;0;"AMD";2.1;26054;"Windows"
"Acer";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.6;16;"Hybrid";128;1024;"Nvidia";4.2;103097;"Windows"
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;12;"HDD";1024;0;"Intel";2.25;34579;"Windows"
"HP";"Notebook";15.6;1920;1080;0;"AMD";"A9-Series A9-9420";3.0;6;"Hybrid";128;1024;"AMD";2.1;34632;"Windows"
"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";2.4;29784;"Windows"
"Lenovo";"Notebook";13.3;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";1.44;51149;"Windows"
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;4;"HDD";1024;0;"Intel";1.85;41505;"Windows"
"HP";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"SSD";256;0;"Nvidia";2.6;128884;"Windows"
"Dell";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i5";1.6;8;"HDD";1024;0;"Intel";1.55;35112;"Windows"
"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";1.8;111594;"Windows"
"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";2.4;21887;"Windows"
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;8;"Hybrid";128;1024;"Nvidia";2.0;64309;"Windows"
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i3";2.0;8;"SSD";256;0;"Intel";2.0;35431;"Windows"
"Toshiba";"Notebook";14.0;1920;1080;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";1.25;81785;"Windows"
"Lenovo";"2 in 1 Convertible";14.0;1920;1080;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";1.7;53227;"Windows"
"Lenovo";"Workstation";15.6;3840;2160;0;"Intel";"Core i7";2.8;16;"SSD";1024;0;"Nvidia";2.5;175771;"Windows"
"Acer";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";1.6;2;"Flash Storage";32;0;"Intel";1.68;17582;"Others"
"Samsung";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i7";2.7;16;"SSD";256;0;"Intel";0.81;87859;"Windows"
"Dell";"Notebook";14.0;1366;768;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";1.6;60031;"Windows"
"HP";"Workstation";17.3;1920;1080;0;"Intel";"Xeon E3-1535M";2.9;16;"SSD";256;0;"Nvidia";3.0;233846;"Windows"
"Lenovo";"Netbook";11.6;1366;768;1;"Intel";"Celeron Dual";1.6;4;"SSD";128;0;"Intel";1.4;25308;"Windows"
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.4;8;"SSD";256;0;"Intel";1.84;101232;"Windows"
"Asus";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.3;4;"HDD";1024;0;"Nvidia";2.45;30849;"N/A"
"Asus";"Notebook";15.6;1366;768;0;"Intel";"Core i7";2.7;4;"SSD";256;0;"Intel";2.37;45283;"Windows"
"Lenovo";"2 in 1 Convertible";13.3;3200;1800;1;"Intel";"Core i5";1.8;8;"SSD";256;0;"Intel";1.3;63883;"Windows"
"HP";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";2.2;58555;"Windows"
"HP";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";2.6;8;"SSD";256;0;"Nvidia";2.59;83170;"Windows"
"Dell";"Gaming";15.6;3840;2160;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";4.42;152860;"Windows"
"Acer";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;4;"SSD";256;0;"Intel";2.1;31915;"Windows"
"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";2.5;55837;"Windows"
"Dell";"Ultrabook";12.5;1920;1080;0;"Intel";"Core i7";2.8;16;"SSD";256;0;"Intel";1.18;99048;"Windows"
"Google";"Ultrabook";12.3;2400;1600;1;"Intel";"Core i5";1.2;8;"SSD";256;0;"Intel";1.1;83064;"Others"
"Asus";"Ultrabook";13.3;3200;1800;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";1.2;60153;"Windows"
"Dell";"Notebook";13.3;1366;768;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";1.65;45235;"Windows"
"Acer";"Notebook";13.3;1366;768;0;"Intel";"Core i5";2.3;4;"SSD";128;0;"Intel";1.6;34898;"Windows"
"Asus";"Notebook";17.3;1366;768;0;"Intel";"Pentium Quad";1.1;4;"HDD";1024;0;"Nvidia";2.8;25060;"Windows"
"Dell";"Gaming";15.6;3840;2160;1;"Intel";"Core i7";2.6;16;"Hybrid";128;1024;"Nvidia";2.72;58555;"Windows"
"Samsung";"Ultrabook";13.3;1920;1080;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";1.31;85195;"Windows"
"Acer";"Notebook";15.6;1366;768;0;"Intel";"Pentium Quad";1.1;4;"HDD";1024;0;"Intel";2.1;15877;"Linux"
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i7";2.7;16;"";0;0;"AMD";2.3;62938;"Windows"
"Samsung";"2 in 1 Convertible";15.0;1920;1080;1;"Intel";"Core i7";2.7;16;"SSD";256;0;"AMD";1.71;95851;"Windows"
"Toshiba";"Notebook";14.0;1366;768;0;"Intel";"Core i5";2.3;4;"SSD";128;0;"Intel";1.75;54346;"Windows"
"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";2.62;58555;"Windows"
"Asus";"2 in 1 Convertible";15.6;1920;1080;1;"Intel";"Core i7";2.7;12;"HDD";2048;0;"Nvidia";2.3;44702;"Windows"
"Lenovo";"Notebook";15.6;3840;2160;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Nvidia";2.5;126274;"Windows"
"Acer";"Notebook";14.0;1920;1080;0;"Intel";"Core i3";2.4;4;"SSD";128;0;"Intel";1.8;33886;"Windows"
"Razer";"Gaming";14.0;1920;1080;0;"Intel";"Core i7";2.8;16;"SSD";512;0;"Nvidia";1.95;154459;"Windows"
"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Pentium Dual";1.1;8;"SSD";128;0;"Intel";2.0;31004;"Windows"
"Dell";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;32;"Hybrid";1024;1024;"Nvidia";4.42;191211;"Windows"
"Asus";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.6;16;"Hybrid";256;1024;"Nvidia";4.3;125208;"Windows"
"Toshiba";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.6;16;"SSD";512;0;"Nvidia";1.47;93986;"Windows"
"Lenovo";"Notebook";15.6;1366;768;0;"Intel";"Celeron Quad";1.6;8;"HDD";1024;0;"Intel";2.2;17529;"N/A"
"Lenovo";"Ultrabook";14.0;1920;1080;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";1.7;122491;"Windows"
"MSI";"Gaming";14.0;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";1.6;100752;"Windows"
"MSI";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";2.2;58022;"Windows"
"Lenovo";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;4;"HDD";1024;0;"Nvidia";2.4;53227;"Windows"
"Acer";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";4.2;122491;"Windows"
"Dell";"Gaming";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";2.62;52481;"Windows"
"Asus";"Gaming";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";2.24;71342;"Windows"
"Vero";"Notebook";14.0;1920;1080;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";32;0;"Intel";1.22;10811;"Windows"
"Lenovo";"2 in 1 Convertible";13.3;1920;1080;1;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";1.37;104962;"Windows"
"Lenovo";"2 in 1 Convertible";15.6;1920;1080;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"AMD";2.08;51096;"Windows"
"Apple";"Ultrabook";12.0;2304;1440;0;"Intel";"Core M";1.2;8;"Flash Storage";512;0;"Intel";0.92;62071;"Others"
"Lenovo";"2 in 1 Convertible";14.0;2560;1440;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";1.42;124142;"Windows"
"Asus";"Notebook";14.0;1366;768;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";32;0;"Intel";1.63;15931;"Windows"
"Dell";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.5;8;"SSD";128;0;"Intel";1.95;43157;"Windows"
"Lenovo";"2 in 1 Convertible";13.9;1920;1080;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";1.38;71875;"Windows"
"Dell";"Notebook";15.6;1920;1080;0;"Intel";"Core i3";2.0;8;"SSD";256;0;"AMD";2.0;39374;"Windows"
"HP";"Workstation";15.6;1920;1080;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";3.14;110018;"Windows"
"Asus";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";2.37;58555;"Windows"
"Dell";"Ultrabook";13.3;1920;1080;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";1.29;79867;"Windows"
"Dell";"Notebook";15.6;3840;2160;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";2.06;93187;"Windows"
"Dell";"Netbook";11.6;1366;768;0;"Intel";"Pentium Quad";1.1;4;"SSD";128;0;"Intel";1.63;39640;"Windows"
"HP";"Netbook";12.5;1366;768;0;"Intel";"Core i5";2.6;8;"SSD";256;0;"Intel";1.26;74006;"Windows"
"Toshiba";"Notebook";15.6;1366;768;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";2.1;41558;"Windows"
"HP";"Notebook";15.6;1366;768;0;"AMD";"A12-Series 9700P";2.5;8;"HDD";2048;0;"AMD";2.04;33513;"Windows"
"Dell";"Gaming";15.6;3840;2160;0;"Intel";"Core i7";2.8;16;"SSD";512;0;"Nvidia";2.62;89457;"Windows"
"Lenovo";"Notebook";15.6;1920;1080;0;"Intel";"Core i5";2.5;4;"HDD";1024;0;"Nvidia";2.4;32448;"Windows"
"HP";"Gaming";17.3;1920;1080;0;"Intel";"Core i7";2.8;12;"HDD";1024;0;"AMD";3.74;93187;"Windows"
